Title;Price;Area;Rooms;Price per m2;Floor;City_or_District;Province
Apartament Na Sprzedaż Bez Prowizji;1180000;131.12;4;8999;1;Wrocław;dolnośląskie
Mieszkanie Na Sprzedaż  Ul. Gnieźnieńska 6;889000;60.04;3;14807;0;Wrocław;dolnośląskie
*Wyposażone*kameralne*duży balkon*2021r.;560000;44.14;2;12687;0;Lublin;lubelskie
Siedmiogrodzka - Ogródek i  Taras na dachu VAT 8%;4200000;134.4;3;31250;0;Warszawa;mazowieckie
Super kawalerka do przerobienia na 2 pokoje parter;259000;46.0;1;5630;0;starogardzki;pomorskie
⭐SŁONECZNE 2 pokojowe na Os. DOBRZEC/Balkon/Winda⭐;334900;42.0;2;7974;8;Kalisz;wielkopolskie
Sprzedam mieszkanie;305000;46.18;3;6605;4;mikołowski;śląskie
Dom W Krakowie | 150M2 | Wysoki Standard | Bez Pcc;1049000;160.0;6;6556;0;Kraków;małopolskie
Mieszkanie na sprzedaż aleja Dwudziestolatków;690000;47.0;3;14681;1;Warszawa;mazowieckie
Prądnik Reduta 2pok + balkon + garaż Nowe Bud;599000;41.0;2;14610;1;Kraków;małopolskie
Mieszkanie 4-pokojowe na sprzedaż;430000;98.84;4;4350;1;jaworski;dolnośląskie
139310;2999000;107.0;4;28028;3;Warszawa;mazowieckie
Słoneczny lokal mieszkalny w kamienicy.;299000;53.0;2;5642;1;Góra;dolnośląskie
3 pokojowe mieszkanie na sprzedaż os. Górczyn;390000;53.0;3;7358;0;Wielkopolski;lubuskie
balkon, trzy pokoje, po generalnym remoncie, Os. K;449900;63.52;3;7083;4;Zabrze;śląskie
Mieszkanie 2-poziomowe z garażem i ogrodem;790000;136.5;5;5788;1;lęborski;pomorskie
Nowoczesne mieszkanie w centrum Jarocina;260923;37.28;2;6999;5;jarociński;wielkopolskie
Sosnowiec Centrum Pileckiego Bezczynszowe Garaż;369000;87.68;3;4208;3;Sosnowiec;śląskie
Os. Klonowica - mieszkanie 2 pokojowe;459000;44.05;2;10420;3;Szczecin;zachodniopomorskie
2 pokoje w nowym budownictwie blisko lasu;529000;45.7;2;11575;1;miński;mazowieckie
Styl i komfort w centrum Cieszyna;640000;86.0;3;7442;1;Brak;lokalizacji
Przestronna kawalerka na Księżym Młynie - 3 pokoje;290000;33.41;3;8680;2;Łódź;łódzkie
Zamieszkaj na Wrzosach. Apartament z garażem;620000;65.25;3;9502;1;Rybnik;śląskie
Mieszkanie 3-pokojowe Szczecin os. Bandurskiego;549900;49.15;3;11188;0;Szczecin;zachodniopomorskie
Mieszkanie 2 pokoje 49,9m2 RUCZAJ m.postojowe!;775000;50.0;2;15500;1;Kraków;małopolskie
Kraków śródmieście 2 pokoje kuchnia inwestycyjne;720000;38.0;2;18947;2;Kraków;małopolskie
2M na Placu Grunwaldzkim! wyposażone_OKAZJA!;415968;32.0;2;12999;1;Wrocław;dolnośląskie
Nowe, przytulne 2 pokojowe mieszkanie ul.Kajdasza;650000;40.0;1;16250;1;Wrocław;dolnośląskie
3 pok.| 62 m2 + taras z widokiem na Wisłę;1209000;62.0;3;19500;3;Kraków;małopolskie
Mieszkanie własnościowe w centrum rezerwacja;255000;50.4;3;5060;4;pabianicki;łódzkie
2-pokojowe mieszkanie 40m2 + balkon;506500;40.52;2;12500;0;wołomiński;mazowieckie
Mieszkanie w samym centrum | Mława;300000;40.92;2;7331;4;mławski;mazowieckie
Dom W Krakowie | 150M2 | Wysoki Standard | Bez Pcc;1049000;160.0;6;6556;0;Kraków;małopolskie
3-pokojowe mieszkanie 60m2 + balkon Bezpośrednio;505907;60.65;3;8341;2;średzki;dolnośląskie
Wilanów czeka na Ciebie! ✨ Bez prowizji.;1290000;75.8;3;17018;1;Warszawa;mazowieckie
z Klimatem dla GOTÓWKOWEGO.Bartla.Kliny.12tys zam2;560000;43.1;2;12993;3;Kraków;małopolskie
3-pokojowe mieszkanie 56m2 + balkon Bez Prowizji;693474;56.38;3;12300;4;wołomiński;mazowieckie
Wyjątkowe mieszkanie 69,5 m2 na Słonecznym Stoku;569000;69.5;3;8187;4;Białystok;podlaskie
3-pokojowe mieszkanie 56m2 + balkon Bez Prowizji;693474;56.38;3;12300;4;wołomiński;mazowieckie
Kawalerka | Blisko metra | KW | Bez prowizji;790000;42.88;2;18424;2;Warszawa;mazowieckie
Przytulne i umeblowane mieszkanie z dużym tarasem;659000;57.91;3;11380;0;Góra;lubuskie
Unikatowe 3 pokoje w kamienicy na Filtrowej;1495000;59.0;3;25339;0;Warszawa;mazowieckie
2-pokojowe mieszkanie 40m2 + balkon Bezpośrednio;506500;40.52;2;12500;0;wołomiński;mazowieckie
2-pokojowe mieszkanie 40m2 + balkon Bezpośrednio;506500;40.52;2;12500;0;wołomiński;mazowieckie
Mieszkanie Władysławowo - Centrum, 2 pokoje;490000;41.01;2;11948;3;pucki;pomorskie
Mieszkanie 2 pokojowe, os. Bukowe, bez pośredników;594920;55.6;2;10700;3;Szczecin;zachodniopomorskie
3-pokojowe mieszkanie 52m2 + balkon Bezpośrednio;664650;52.75;3;12600;2;wołomiński;mazowieckie
3-pokojowe mieszkanie 52m2 + balkon Bezpośrednio;664650;52.75;3;12600;2;wołomiński;mazowieckie
Okazja. Kawalerka 25 m2 po remoncie przy Metrze.;499000;25.0;1;19960;6;Warszawa;mazowieckie
3 Pokojowe Mieszkanie Gdynia Oksywie;420000;45.88;3;9154;3;Gdynia;pomorskie
M3 Bydgoska ok. Manufaktury;315000;46.0;2;6848;0;Łódź;łódzkie
3-pokojowe mieszkanie 59m2 + loggia Bezpośrednio;708840;59.07;3;12000;1;wołomiński;mazowieckie
*2 pok *Garderoba *Ogród*Centrum*Bezczynszowe;445000;59.7;2;7454;1;wrocławski;dolnośląskie
Przytulne 3 pokoje z ogólnodostępnym parkingiem!!!;635000;63.88;3;9941;1;Lublin;lubelskie
Ekonomiczna kawalerka w dobrej lokalizacji;265000;30.42;1;8711;2;wejherowski;pomorskie
Mieszkanie | Centrum | Dostępne od ręki !!!;318000;42.4;2;7500;2;mławski;mazowieckie
Słoneczny apartament z tarasem na ostatnim piętrze;1050000;90.23;4;11637;4;Chorzów;śląskie
*Klecina* 2 pokoje*Rozkładowe*52m2*Balkon*;571705;52.45;2;10900;2;Wrocław;dolnośląskie
Sprzedam mieszkanie z ogrodem Duninowo gm Ustka;339000;53.25;2;6366;0;słupski;pomorskie
Duże 3-pokojowe mieszkanie po remoncie.;484000;60.6;3;7987;3;Białystok;podlaskie
5 pokoi Ochota Filtry;1913057;107.79;5;17748;4;Warszawa;mazowieckie
Mieszkanie Żeromskiego 5 Rynek Pierwotny;284700;39.0;2;7300;3;Włocławek;kujawsko-pomorskie
Mieszkanie 3 Pokoje - 55,10M2;720000;55.1;3;13067;3;Wrocław;dolnośląskie
3-pokojowe mieszkanie 59m2 + loggia Bezpośrednio;708840;59.07;3;12000;1;wołomiński;mazowieckie
Mieszkanie z miejscem i komórką, STAN DEWELOPERSKI;376000;38.98;2;9646;6;Łódź;łódzkie
Ustawna kawalerka po remoncie – bez pośredników;443000;26.0;1;17038;4;Kraków;małopolskie
2 pokoje z balkonem na Osiedlu Przyjaźń;219000;39.0;2;5615;3;tarnogórski;śląskie
Nowoczesny Apartament Z Dużym Ogródkiem;779000;73.0;3;10671;0;Częstochowa;śląskie
Mieszkanie Oława Sobieskiego 3 pokoje Okazja 47m2;359000;47.1;3;7622;4;oławski;dolnośląskie
Sosnowiec Centrum Bezczynszowe Na Parterze 40,43m;169000;40.43;1;4180;0;Sosnowiec;śląskie
Mieszkanie 3 Pokoje - 55,10M2;720000;55.1;3;13067;3;Wrocław;dolnośląskie
Mieszkanie 28,70M2 Z Dużym Ogródkiem;480000;28.7;1;16725;0;Warszawa;mazowieckie
Mieszkanie na sprzedaż Katowice meble wyposażenie;765000;73.0;4;10479;1;Katowice;śląskie
Do aranżacji na 3 pokoje. Bezpośrednio. Prowizja 0;1138000;67.6;3;16834;3;Warszawa;mazowieckie
Okazja Osiedle Zen 40M Z Ogrodem!! 430Tyś !!;430244;40.06;2;10740;0;Gdańsk;pomorskie
| Kamieniczny klimat w centrum miasta |;650000;52.0;2;12500;0;Wrocław;dolnośląskie
3 pokoje||Gaj|obok tramwaj|do negocjacji|;1150000;75.2;3;15293;0;Wrocław;dolnośląskie
Rozkładowe 2 pokoje po remoncie w centrum;649000;52.3;2;12409;9;Wrocław;dolnośląskie
Do generalnego remontu - możliwość antresoli!;210000;17.69;1;11871;0;Wrocław;dolnośląskie
Eleganckie mieszkanie w sercu Wrocławia;900000;52.41;2;17172;2;Wrocław;dolnośląskie
Świetna propozycja dla inwestora! 4 pokoje/ Ue, Uw;759990;55.0;4;13818;3;Wrocław;dolnośląskie
Wysoka stopa zwrotu - 10% roi;547000;42.01;3;13021;1;Wrocław;dolnośląskie
Centrum, Borek, 40 m2, 2 pokoje,;469000;39.6;2;11843;4;Wrocław;dolnośląskie
Idealne dla rodziny | Nowa cena! | Super;739000;57.8;3;12785;0;Wrocław;dolnośląskie
Mieszkanie 3 pokojowe z balkonem - ul.Kolejowa;499000;49.75;3;10030;4;kamieński;zachodniopomorskie
Gdynia ul.Dickmana przestronne mieszkanie;589000;74.2;3;7938;2;Gdynia;pomorskie
55376-DUŻE mieszkanie|51m2|2 piętro|2pok|PIWNICA|;450000;51.7;2;8704;2;Poznań;wielkopolskie
Damrota Garden - Home&Office - Pow. 109,34m2;1299000;109.34;1;11880;2;Katowice;śląskie
Wykończony Apartament Na Prestiżowym Osiedlu;795400;61.19;3;12999;1;Gdańsk;pomorskie
STACJA ŁÓDŹ_ 3 pokoje_ 55m2_Promocja Noworoczna!;454700;55.45;3;8200;2;Łódź;łódzkie
2 Pok | Świetna Lokalizacja | 37,5 M2;580000;37.5;2;15467;5;Warszawa;mazowieckie
Kawalerka W Doskonałej Lokalizacji | Śródmieście;540000;25.84;1;20898;9;Warszawa;mazowieckie
Mieszkanie nad morzem w świetnej lokalizacji-Łeba;383450;38.9;2;9857;2;lęborski;pomorskie
96 M² W Centrum - Kamienica Po Generalnym Remoncie;495000;96.31;4;5140;3;Kalisz;wielkopolskie
M 3 z balkonem w centrum;219000;38.0;2;5763;3;Jastrzębie-Zdrój;śląskie
2-pokojowe Gdańsk-Zaspa;769000;49.5;2;15535;4;Gdańsk;pomorskie
Mieszkanie, 30 m², Sosnowiec;195000;30.0;1;6500;1;Sosnowiec;śląskie
Nowoczesny Apartament Z Dużym Ogródkiem;779000;73.0;3;10671;0;Częstochowa;śląskie
Bezpośrednio! Nowy 3 pokojowy apartament. Bez PCC!;857652;71.77;3;11950;4;pruszkowski;mazowieckie
2-pokojowe mieszkanie blisko Katowic, 52m2;410000;52.0;2;7885;1;Śląskie;śląskie
Mieszkanie zielona góra 3 pokoje oddzielna kuchnia;499000;71.9;3;6940;4;Góra;lubuskie
4 Pokoje i Balkon Spółdzelcza Własność;666000;86.8;4;7673;1;Szczecin;zachodniopomorskie
Eleganckie mieszkanie | Kamienica Stara Ochota;2660000;102.52;3;25946;3;Warszawa;mazowieckie
Apartament z Tarasem;650000;55.2;2;11775;4;Szczecin;zachodniopomorskie
Na Sprzedaż 2 pokojowe mieszkanie z balkonem Ołbin;539000;48.95;2;11011;2;Wrocław;dolnośląskie
Apartamentowiec Szaserów | mieszkanie 3-pok. | 4;1142040;73.68;3;15500;1;Warszawa;mazowieckie
Modern Mokotów. Cesja płatność 50/50. Bez prowzji!;1149000;61.03;3;18827;2;Warszawa;mazowieckie
Rezerwacja !!! - 3 Pok. (78.8m2) - Wilda;769000;78.8;3;9759;3;Poznań;wielkopolskie
Piękne, nowe , funkcjonale 3 pokojowe- Kobierzyce;740000;60.0;3;12333;3;wrocławski;dolnośląskie
Mieszkanie, 64,50 m², Szklarska Poręba;613000;64.5;3;9504;3;karkonoski;dolnośląskie
3 pok. - Krzyki- Gaj-;780000;62.4;3;12500;3;Wrocław;dolnośląskie
3-pokojowe mieszkanie 57m2 + balkon;524888;57.68;3;9100;1;wrocławski;dolnośląskie
Nadodrze•Media miejskie•Dwustronne•Rozkład;1200000;97.5;4;12308;0;Wrocław;dolnośląskie
"Nowe mieszkanie Os.Europejskie, 3 pok, 64,77 m2;";485000;64.77;3;7488;2;Wielkopolski;lubuskie
Duże, 3 pokojowe mieszkanie os.Piastowskie Kościan;275000;58.3;3;4717;3;kościański;wielkopolskie
Bródno - 2 pokoje w nowym bloku;810000;47.77;2;16956;3;Warszawa;mazowieckie
Gotowe Do Wprowadzenia Mieszkanie Przy Metrze Służ;895000;54.0;2;16574;8;Warszawa;mazowieckie
Sprzedam mieszkanie - GOTOWE DO ZAMIESZKANIA;340000;38.0;2;8947;0;Gliwice;śląskie
Sprzedam mieszkanie do Wejścia ul. Bajeczna;959000;43.0;2;22302;0;Kraków;małopolskie
2M w nowoczesnym budynku z 2017r._BALKON | Okazja!;629000;47.0;2;13383;5;Wrocław;dolnośląskie
Na sprzedaż apartament z tarasem;439000;45.02;2;9751;0;tarnogórski;śląskie
Nowolipki | doskonała lokalizacja | jasne;720000;45.88;3;15693;7;Warszawa;mazowieckie
4 Pokoje i Balkon Spółdzelcza Własność;666000;86.8;4;7673;1;Szczecin;zachodniopomorskie
Mieszkanie 64,5m2,ul. Lechicka, Ciche, jasne i ele;999999;64.5;3;15504;1;Warszawa;mazowieckie
NOWY BLOK, Mieszkanie 36.2m2, Wykończone Pod Klucz;349900;36.2;2;9666;5;zawierciański;śląskie
Mieszkanie, 116,75 m², Bielsko-Biała;719000;116.75;3;6158;0;Bielsko-Biała;śląskie
Na sprzedaż M-4, Parkitka, ul. Wrocławska 28;550872;65.58;4;8400;1;Częstochowa;śląskie
Mieszkanie 81 m2 do remontu | Tczew;379000;81.0;3;4679;0;tczewski;pomorskie
Nowe mieszkanie Os.Europejskie, 3 pok, 59,74m2;465000;59.74;3;7784;2;Wielkopolski;lubuskie
Konstruktorów 6E Nowe 2-Pok, Klimatyzacja 3Piętro;488100;47.6;2;10254;3;nowosolski;lubuskie
Apartamenty okolice Jasnej Góry;511000;82.34;3;6206;1;Częstochowa;śląskie
M-3 z balkonem wieżowiec ul. Śląska;289000;43.5;2;6644;7;Jastrzębie-Zdrój;śląskie
Panoramiqa | mieszkanie 3-pok. | C.06.006;738000;65.92;3;11195;6;Poznań;wielkopolskie
Kawalerka | Blisko metra | KW | Bez prowizji;790000;42.88;2;18424;2;Warszawa;mazowieckie
3pok*55,42mkw*nowe*ciche osiedle ogrodzone;670582;55.42;3;12100;5;Warszawa;mazowieckie
2pok*38,32mkw*nowe*ciche osiedle;513488;38.32;2;13400;5;Warszawa;mazowieckie
Olimpia Port. Wrocław. Nowe do wprowadzenia.;775000;46.8;2;16560;1;Wrocław;dolnośląskie
Mieszkanie 2 piętra, 4 pokoje, 80m2, 2 tarasy;568355;80.05;4;7100;1;Bytom;śląskie
Okolice galerii Domar Balkon/Nowe2024/Lux/Siłownia;720000;34.0;2;21176;4;Wrocław;dolnośląskie
Przy Parku! 2 pok+ oddzielna kuchnia. BLISKO METRO;484000;37.3;2;12976;4;Warszawa;mazowieckie
Lokal W Centum/Gotowy/18M2/Bez Prowizji I Pcc;527043;18.63;1;28290;1;Kraków;małopolskie
3 pokoje | blisko las | kuchnia i łazienka po rem.;590000;52.0;3;11346;4;Gdynia;pomorskie
Kawalerka- Katowice Śródmieście ul. Różana;215000;22.0;1;9773;0;Katowice;śląskie
Jaworzno -Szczaokwa-Nowoczesne i jasne trzy pokoj;379000;44.7;3;8479;0;Jaworzno;śląskie
Po generalnym remoncie umeblowany szereg z gazowym;350000;59.0;3;5932;0;leszczyński;wielkopolskie
Ul. Łucka - 900 M.  Od Ronda Onz / Al. Jana Pawł;1171200;48.8;1;24000;9;Warszawa;mazowieckie
Atrakcyjna Lokalizacja, Potencjał Lokalu;1171200;48.8;1;24000;9;Warszawa;mazowieckie
Atrakcyjna Lokalizacja, Potencjał Lokalu;1171200;48.8;2;24000;9;Warszawa;mazowieckie
Funkcjonalne, Ciche, Z Ładnym Widokiem;758848;56.8;3;13360;11;Warszawa;mazowieckie
*** Atrakcyjne, 2 pokoje, do wejścia, Koralowa ***;644980;54.2;2;11900;2;Lublin;lubelskie
piętro 69 / 74,60m2 + poddasze OGRODY BYSŁAWSKA;749000;69.0;4;10855;1;Warszawa;mazowieckie
**Nowe Budownictwo, 5 minut do Politechnika**;599000;51.15;2;11711;1;Lublin;lubelskie
Ul. Łucka - 900 M.  Od Ronda Onz / Al. Jana Pawł;1171200;48.8;2;24000;9;Warszawa;mazowieckie
Trzypokojowe z balkonem blisko centrum;450000;53.8;3;8364;2;Szczecin;zachodniopomorskie
***Wrotków, nowe budownictwo, okazja***;499000;44.56;2;11198;4;Lublin;lubelskie
Kawalerka Premium I Centrum I Oddane do użytku;435765;26.41;1;16500;11;Katowice;śląskie
***Wieniawa, 2 pok., po remoncie, Kul za rogiem***;479000;38.0;2;12605;2;Lublin;lubelskie
Duże dwa pokoje, do zamieszkania.;299000;49.4;2;6053;3;Częstochowa;śląskie
Nowy Bezpieczny Bez PCC Premium Stare Miasto;1299800;52.0;3;24996;0;Kraków;małopolskie
Kawalerka w ścisłym Centrum miasta I Bez prowizji;360070;26.38;1;13649;4;Katowice;śląskie
Nowe 2 pokoje przy 3 Stawach I Idealna lokalizacja;508321;42.01;2;12100;1;Katowice;śląskie
Wyjątkowy apartament w Gliwicach;305000;28.0;1;10893;2;Gliwice;śląskie
Mieszkanie, 60,30 m², Wola;329000;60.3;3;5456;0;pszczyński;śląskie
3 pok | Klimatyzacja | 2 garaze | bez PROWIZJI;1299000;70.0;3;18557;5;Kraków;małopolskie
Bez Prowizji ! - Wysoki Standard ! Okazja !;620000;49.86;3;12435;2;Lublin;lubelskie
KRZYKI, SKY Tower, 2 pokoje, balkon, garderoba LUX;639000;42.0;2;15214;6;Wrocław;dolnośląskie
Penthouse widok na Stadion Narodowy i Warszawę!;3197000;139.0;5;23000;10;Warszawa;mazowieckie
Stan prawny gruntu uregulowany. Możliwy kredyt.;859000;60.8;3;14128;5;Warszawa;mazowieckie
Mieszkanie 2 pokojowe Węglinek stan deweloperski;470000;49.28;2;9537;3;Lublin;lubelskie
3 Pokoje/Balkon/Pszczyńska;415000;63.08;3;6579;1;Gliwice;śląskie
3 POKOJE | Oddzielna kuchnia | PŁASZÓW | Piwnica;779000;55.0;3;14164;2;Kraków;małopolskie
Mieszkanie Z Ogródkiem!;381992;44.0;2;8682;0;pucki;pomorskie
3-pokojowe mieszkanie 62m2 + balkon Bez Prowizji;596160;62.1;3;9600;3;Gliwice;śląskie
Rodzinne 3 pokoje 15 m2 balkon ogrezwanie podłogow;610696;65.73;3;9291;1;Katowice;śląskie
2-pokojowe mieszkanie 51m2 + balkon;418463;51.22;2;8170;2;poznański;wielkopolskie
3-pokojowe mieszkanie 56m2 + balkon;476494;56.86;3;8380;1;poznański;wielkopolskie
Ostatnie Mieszkanie Na Inwestycji!;564000;70.0;4;8057;3;wejherowski;pomorskie
Penthouse widok na Stadion Narodowy i Warszawę!;3197000;139.0;5;23000;10;Warszawa;mazowieckie
Nowe, wykończone mieszkanie, 2 pokoje, bez PCC;599000;41.0;2;14610;2;Wrocław;dolnośląskie
Mieszkanie w świetnej lokalizacji;950000;71.49;3;13289;1;Gdynia;pomorskie
2-pokojowe mieszkanie 50m2 + ogródek Bezpośrednio;411827;50.45;2;8163;0;poznański;wielkopolskie
3-pokojowe mieszkanie 60m2 + balkon Bez Prowizji;488418;60.64;3;8054;4;poznański;wielkopolskie
CO miejskie, super lokalizacja, możliwa zamiana.;119000;22.0;1;5409;2;Sosnowiec;śląskie
2 Pokoje | Saska Kępa | Zielona Okolica;799000;48.0;2;16646;0;Warszawa;mazowieckie
2-pokojowe mieszkanie 50m2 + ogródek Bezpośrednio;411827;50.45;2;8163;0;poznański;wielkopolskie
Kawalerka z dużym ogrodem w Solankach;179000;20.77;1;8618;2;inowrocławski;kujawsko-pomorskie
Nowe,umeblowane,3 pokoje,ogródek 112 m2 !,bez pcc;726000;55.88;3;12992;0;Wrocław;dolnośląskie
Mieszkanie Blisko Centrum I Terenów Zielonych!;499999;42.0;2;11905;7;Wrocław;dolnośląskie
Jednopokojowe Nowa huta;398000;27.5;1;14473;3;Kraków;małopolskie
Jednopokojowe Nowa huta;398000;27.5;1;14473;3;Kraków;małopolskie
Winda / 2 pokoje / 2 piętro;389000;44.0;2;8841;2;kłodzki;dolnośląskie
Mieszkanie z balkonem i ogródkiem 50m2 ,2 miejsca;726731;74.27;4;9785;1;wołomiński;mazowieckie
Przytulne i umeblowane mieszkanie z dużym tarasem;659000;57.91;3;11380;0;Góra;lubuskie
Trzypokojowe, idealne dla Ciebie !!!;720000;57.0;3;12632;2;Warszawa;mazowieckie
3 Pokoje | Balkon | Zielona Okolica;385000;52.0;3;7404;4;Górnicza;śląskie
Rozkładowe 5-cio pokojowe mieszkanie do remontu.;430000;87.5;5;4914;7;polkowicki;dolnośląskie
Bezpośrednio 3 pokoje na Zdrowiu;660000;53.0;3;12453;2;Łódź;łódzkie
WYSOKI Rabat OSTATNIE lokale z widokiem na zieleń;508750;52.6;3;9672;2;Gdańsk;pomorskie
3 pokoje z balkonem | Gliwice Śródmieście.;389900;74.48;3;5235;3;Gliwice;śląskie
714777;490000;48.09;2;10189;1;tczewski;pomorskie
2Pok | Blisko Morza | Gotowiec Inwestycyjny;519000;31.0;2;16742;2;Gdynia;pomorskie
Realne zdjecia/gotowe do zamieszkania/prywatnie;1339000;75.0;4;17853;3;Wrocław;dolnośląskie
4-POKOJOWE MIESZKANIE Katowice Os. Kukuczki Okazja;589000;72.92;4;8077;8;Katowice;śląskie
Kawalerki gotowe do zamieszkania- Fabryczna;426000;26.0;1;16385;4;Wrocław;dolnośląskie
Atrakcyjne 3 pokoje, oddanie marzec 2025;995000;68.0;3;14632;4;Warszawa;mazowieckie
4-POKOJOWE MIESZKANIE Katowice Os. Kukuczki Okazja;589000;72.92;4;8077;8;Katowice;śląskie
2 pokoje | Nowe Włochy | do zamieszkania | garaż;819000;51.52;2;15897;3;Warszawa;mazowieckie
Rozkładowe 3-pokojowe mieszkanie na ZWM;465000;62.0;3;7500;6;Opole;opolskie
Mieszkanie, 45 m², Warszawa;749000;45.0;2;16644;0;Warszawa;mazowieckie
4-pokojowe mieszkanie 82m2 + balkon Bez Prowizji;1187463;82.75;4;14350;1;Wrocław;dolnośląskie
Ustawne 3 pokoje z osobną kuchnią;970000;72.0;3;13472;0;Warszawa;mazowieckie
Świetne 3 pokoje na Leśnym przy szpitalu, 2019rok;589000;55.71;3;10573;4;Bydgoszcz;kujawsko-pomorskie
M gotowe do wejścia szuka nowego właściciela;595000;42.52;2;13993;3;Kraków;małopolskie
Komfortowe mieszkanie, 70m2, 3 pokoje, Bemowo;1190000;70.0;3;17000;6;Warszawa;mazowieckie
Dwupokojowe mieszkania w Centrum Krakowa;590000;43.5;2;13563;7;Kraków;małopolskie
Sprzedam mieszkanie;860000;75.74;4;11355;3;Lublin;lubelskie
Już Do Odbioru❗5Min R. Rataje ✅ Politechnika 10Min;549999;46.0;2;11957;6;Poznań;wielkopolskie
3 Pokojowe Mieszkanie - Nowe Budownictwo!;589000;59.06;3;9973;3;Bydgoszcz;kujawsko-pomorskie
Nowa Cena! 1 Pok. Balkon, Serce Krakowa, Premium;980000;36.93;1;26537;2;Kraków;małopolskie
Łazienki Królewskie | 3 Parki | Tramwaj;689000;37.1;2;18571;6;Warszawa;mazowieckie
* D&D INVESTMENT Apartament 64 m2 + miejsce + komó;509000;64.66;3;7872;1;Sosnowiec;śląskie
Apartament dwupokojowy+ piwnica+miejsce parkingowe;510000;53.6;2;9515;2;karkonoski;dolnośląskie
Po remoncie: 2 pokoje, 51,90 m2, miejskie, balkon;309000;51.9;2;5954;2;Bytom;śląskie
4-POKOJOWE MIESZKANIE Katowice Os. Kukuczki Okazja;589000;72.92;4;8077;8;Katowice;śląskie
3-pokojowe mieszkanie 69m2 + loggia;1696000;69.16;3;24523;1;Warszawa;mazowieckie
Mieszkanie dwupoziomowe! 2 balkony! wybudowany!;670152;79.78;4;8400;4;Gdańsk;pomorskie
Dwupoziomowe w centrum Płocka;860000;95.2;4;9034;3;Płock;mazowieckie
* D&D INVESTMENT Apartament trzypokoje PROMOCJA;509000;64.66;3;7872;1;Sosnowiec;śląskie
Mieszkanie Rybnik Jośki po remoncie 2piętro+balkon;264900;38.0;1;6971;2;Rybnik;śląskie
Sprzedam mieszkanie na wsi w otoczeniu parku.;210000;86.15;3;2438;1;szczecinecki;zachodniopomorskie
M świeżo po remoncie z tarasem i ogródkiem;859000;62.72;4;13696;0;Kraków;małopolskie
Mieszkanie Z Kawalerką;720000;57.33;3;12559;0;Gdynia;pomorskie
Mieszkanie Konin Zatorze, 3 pokojowe z balkonem;260000;48.14;3;5401;3;Konin;wielkopolskie
Mieszkanie 2-pokojowe | ogródek | garaż;565000;48.14;2;11737;0;wrocławski;dolnośląskie
Tylko Teraz Mega Rabat! Najtaniej W Gdyni !!!;314000;27.5;1;11418;2;Gdynia;pomorskie
Apartament loft 49m2 Arkada Park Toruńska;555000;49.0;2;11327;3;Bydgoszcz;kujawsko-pomorskie
Słoneczny Ogródek_Narożne_Parking Gratis;496000;49.9;3;9940;0;Gdynia;pomorskie
Rabat_Duży 9M2 Balkon_Noworoczna Promocja;630000;64.9;4;9707;2;Gdynia;pomorskie
2 pokoje | balkon | m. postojowe | Gotowe;538962;41.78;2;12900;1;Rzeszów;podkarpackie
2-pokojowe M gotowe do wejścia z dużym balkonem;742500;49.5;2;15000;6;Kraków;małopolskie
Gotowe!!! Super Widok Na Zieleń + Rabat!!!;555500;58.5;4;9496;1;Gdańsk;pomorskie
Hit_8600Zł/M2 - Mega Oferta+Garaż+Komórka;485000;56.0;3;8661;3;Gdańsk;pomorskie
Gotowe!!! Super Widok_Odbierz Klucze W I Kw.2025;520000;49.9;3;10421;1;Gdańsk;pomorskie
⚡3 Pokoje⚡Powiśle⚡Park⚡Świetny Widok⚡;1150000;48.41;3;23755;7;Warszawa;mazowieckie
Rabat_Obecnie Najtańsza Kawalerka W Gdańsku;330000;28.0;1;11786;0;Gdańsk;pomorskie
Nowy nieużywany apartament 2-poziomowy z tarasem;798000;91.77;4;8696;3;Żory;śląskie
2 pokoje przy Wałach Chrobrego;378000;43.0;2;8791;3;Szczecin;zachodniopomorskie
"Mieszkanie na atrakcyjnym ""Osiedlu Jarzębinowym"".";655000;56.95;3;11501;1;Łódź;łódzkie
Mieszkanie 147m2, ogródek, 2 miejsca parkingowe !;700000;147.0;6;4762;1;wołomiński;mazowieckie
Tychy -Osiedle H - Przytulne trzy pokoje;485000;53.0;3;9151;2;Tychy;śląskie
2 Pokoje | Balkon |Prądnik Czerwony | Bez Prowizji;647292;38.76;2;16700;1;Kraków;małopolskie
Nowa kawalerka | Duży balkon | Blisko Konesera;599000;25.0;1;23960;1;Warszawa;mazowieckie
